cliente_key,nome,genero,data_nascimento,cidade,estado,data_cadastro,dw_record_hash,dw_valid_from,dw_valid_to,dw_is_current,cliente_sk,_gold_airflow_run_id,_gold_processed_at
12502,João Vitor Almeida,F,1954-02-14,Nogueira,TO,2025-12-08,e732819fdb54fc20f761328b1e0442df8be713ad7c66b245070f216f229214a2,1900-01-01,9999-12-31 23:59:59,True,7df9166f8c317b245bf92d19133e91f2cb3fc168bf1d4630616b0cb078f707ae,manual_run_1,2026-06-24 00:59:33.548
4546,Thiago da Luz,F,2008-01-29,Lopes das Flores,TO,2025-12-20,b30ac3a42407695507e5662484b8eb05ab6577a14652f85a1847cccef2965117,1900-01-01,9999-12-31 23:59:59,True,fa5ea82238e0ac09c8e89c380aebf0039a15fd29d442cc3a4756280e7845d9a3,manual_run_1,2026-06-24 00:59:33.548
13656,Isabel Nogueira,Outro,1987-07-07,Cavalcante do Campo,RO,2025-02-02,0561949004d2d3062423b10ad277f9d0b5c03b7daaba4e052408ade892f81dd4,1900-01-01,9999-12-31 23:59:59,True,074a0565514b67334dabd53ba00bfabc34257baf60456c848b6d330248ab3dc0,manual_run_1,2026-06-24 00:59:33.548
14341,João Lucas Guerra,M,1992-03-02,Sampaio das Pedras,CE,2025-01-12,c193de4ef675d90bfbe28f89814d003f82e698cc8a156c7c790e25ddd65917dc,1900-01-01,9999-12-31 23:59:59,True,3ee978fcdb31f1ca6933e6eda2ee1caadfdaa0b090789f246b4664b82db0c75f,manual_run_1,2026-06-24 00:59:33.548
11657,Liam Farias,M,1989-01-07,da Rocha de Goiás,DF,2025-09-13,aa687d2552e3590bce0ac65bc0c495d62af9840d5ab2f422bb8b3f918094c6f5,1900-01-01,9999-12-31 23:59:59,True,5f5948f0cd6efb32c18839027eadbb59a65e44a1e7e38ece72a563c917c8685d,manual_run_1,2026-06-24 00:59:33.548
11103,Srta. Laís Fernandes,M,1967-12-20,Moreira,RJ,2026-01-06,9158977f999939690ba0c6db2ad35fdf1b2da3cdc19ef50d42cfc7005d1a018f,1900-01-01,9999-12-31 23:59:59,True,721a0c9dc8195fc44b69f4c0d8b0e8ef37f005292b7310b6b25c0fb8db55067e,manual_run_1,2026-06-24 00:59:33.548
5053,Brayan Mendes,Outro,1966-05-21,Machado Alegre,AM,2025-12-30,9037f65f82b30bfbe69d918f7127ed01f3b9143da0cefce1eda39553c6a0ccc0,1900-01-01,9999-12-31 23:59:59,True,a374e8b080dc1ba351cdc76f9453bddedb793fcdd86ecd00f71fa64548811017,manual_run_1,2026-06-24 00:59:33.548
2898,Ana Vitória Ramos,F,1953-07-18,Pastor,AP,2024-06-14,8bc1c884eba0df9d57aa15c8f1647099de871202f6f86fa38f1048ab89e681f9,1900-01-01,9999-12-31 23:59:59,True,138bc7cb1f436c248606ff7c4e16ed8dd8704259c68561a32e2267834de50892,manual_run_1,2026-06-24 00:59:33.548
5887,Catarina Campos,Outro,1979-01-06,Cirino,PB,2025-01-22,9ffc58f45580caca448aeeff330ed70977117e835d28a4ae5a4749e576a9b01d,1900-01-01,9999-12-31 23:59:59,True,e7a5a24e3ad0caf77303f5198520c6d07fe9e9d4abdf45ad2bbc102effea7a0b,manual_run_1,2026-06-24 00:59:33.548
12498,Sr. Augusto Barbosa,M,1972-11-10,Rocha da Mata,ES,2024-04-12,05a3ebf857c8a346cd961526e9f56d0e1d9a039a080ec7fee47052ddc5dcb5e4,1900-01-01,9999-12-31 23:59:59,True,1cf1c42507a402f0b3e9368363e7a4931a51fdc35b36789f166a1e0aa1e0f9b4,manual_run_1,2026-06-24 00:59:33.548
13119,Pedro Miguel Pimenta,Outro,1995-09-16,Nunes,ES,2024-09-02,2b504848ae793ebe196d1cf1000168556258ce45e1359f3070a92a499fd59a5a,1900-01-01,9999-12-31 23:59:59,True,43a38749656a6d24eab57c127061adf0295d25567f37491f6dd2a98b56b7d3f1,manual_run_1,2026-06-24 00:59:33.548
243,Sabrina Rodrigues,M,1983-02-24,da Cruz,PI,2023-11-18,fef05a85f2023d3f27c07827a57f5be6df258ff3acc80fe483d3a50a74375225,1900-01-01,9999-12-31 23:59:59,True,f3222156c91ce6e3a0b7af1793b3bf6326cc099dd6f45142f85c39a7daf8ee0a,manual_run_1,2026-06-24 00:59:33.548
8541,Eduardo Carvalho,M,1973-01-25,da Rocha das Pedras,SE,2024-07-02,80e36ba937967b5e84ec402c550f1b0db3d5d71a9d991043b2424b861706dadf,1900-01-01,9999-12-31 23:59:59,True,cb369c23d832a767622da2e3010ef507a415ad62e48b280ffa5d3ae9bd8e6947,manual_run_1,2026-06-24 00:59:33.548
4255,Carlos Eduardo Montenegro,Outro,1977-11-30,Lima,PE,2026-01-09,38cf15b7f95badf503a421740ce7d12ed5896ce1441db52d37779e99c4c93f8c,1900-01-01,9999-12-31 23:59:59,True,f4aa23b7dfbe18a555d32ea6347ff22271a9542086c3f0ae73524fda2de8ab59,manual_run_1,2026-06-24 00:59:33.548
8674,Nina Duarte,M,1957-10-11,Cirino de Sousa,MS,2023-04-05,67e2d7121e9375c8d20d82594b4c8ec5a012d1fc15530c7664ece92b8f49dfd2,1900-01-01,9999-12-31 23:59:59,True,325b745565553111de23fb2eb46e7dcbb8fe039dbf5b3974f98a7e7a30228ce9,manual_run_1,2026-06-24 00:59:33.548
7103,Henrique Pereira,M,1998-08-22,da Paz,MS,2025-10-21,a30302e4e8edebf312b2a7e89e605257afa3ced0a90690811a881d717209eb41,1900-01-01,9999-12-31 23:59:59,True,e4b9c9446036aab949c4ce4719c345a44ab9166d11cd03c38e6b4d092302617c,manual_run_1,2026-06-24 00:59:33.548
9393,Davi Luiz Jesus,Outro,1986-07-16,Viana,SE,2026-03-27,daba2e3615875cf65b9e7de15d71efcfa680048fbc16f2b93d867e252de8947d,1900-01-01,9999-12-31 23:59:59,True,4f4b99a8352965772687d5b02d6b662aa2bb6af158ea2d43b2177b793dc4caac,manual_run_1,2026-06-24 00:59:33.548
11,Dr. Vitor Gabriel Farias,M,1998-09-14,Rios,MG,2024-11-20,8a83f65812f08dccdb02b5c89cc61c146da544661c88df5f8356c091d9941416,1900-01-01,9999-12-31 23:59:59,True,9b3d09c599298143b9705e78f194315e54e5fe5da4bd8539f383ec336ebf7ad9,manual_run_1,2026-06-24 00:59:33.548
13273,Júlia Cavalcanti,F,2002-04-21,Cirino de Camargo,SP,2024-03-27,f862b61a23cfbf378b3cbac87c1633a2fced25a5c8f17b71b296206d2f795288,1900-01-01,9999-12-31 23:59:59,True,28cd31e5f20e47edf922a6a8a422f90cf06153c44d21a8b41908ef4295a6c2c6,manual_run_1,2026-06-24 00:59:33.548
7337,Eloah Dias,Outro,1980-04-25,Duarte dos Dourados,PE,2024-03-30,132310984456927c46a6227203f5611ffdfbdd614d97615102349befb0bf1a86,1900-01-01,9999-12-31 23:59:59,True,0c4a67f9b2f8835fb7c3ac2a32b94b1beba6f3d758d2d0145482d5a517ae247c,manual_run_1,2026-06-24 00:59:33.548
4367,Sra. Maria Laura Teixeira,F,2005-06-14,Silveira,CE,2023-07-16,c77dee4beea968a7bcfdae66ed712740cf4933a8db7d761fb33d48e1a91f85d1,1900-01-01,9999-12-31 23:59:59,True,10cc5256ee17aff5a4fad9d38b38f01704de228915196954e6741747eba3505b,manual_run_1,2026-06-24 00:59:33.548
10848,Carlos Eduardo Garcia,M,1953-04-06,das Neves do Norte,RN,2023-06-03,742353947f667ec5dbced59bcee131bd1be8cf6e008728b4569174ec71ef7642,1900-01-01,9999-12-31 23:59:59,True,31ee11bd2e39a80cd645595ff8f4385911d42796313f683b1fc4cf87e12644a9,manual_run_1,2026-06-24 00:59:33.548
7883,Dra. Brenda Siqueira,F,1952-09-01,Correia,RR,2025-10-17,6887a10e69384a6f2dbdd2ab86d5a9792e365af506ef6e5674b8b1f1981131e4,1900-01-01,9999-12-31 23:59:59,True,6f2f12de30ac6ed670fe8bf2814d0118d97074b78dc851e9f1cf49d99f9420a9,manual_run_1,2026-06-24 00:59:33.548
5286,Vinícius Rocha,M,1963-08-06,da Cunha da Praia,AP,2023-10-17,cc35feb63550fbbd8151f4d2c2205747f5ce20d665e2786dfaec5b8cb50a0799,1900-01-01,9999-12-31 23:59:59,True,132d5995fe1e41494e61b7bc11926a8e78924b66c7ebf918857e46fa5413ec5d,manual_run_1,2026-06-24 00:59:33.548
3060,Rebeca Monteiro,F,1998-01-08,Peixoto de da Conceição,PA,2024-04-18,e4df7709c169a06f345e27ac11285f4574eff6bb160ca68a63771a63fafd3664,1900-01-01,9999-12-31 23:59:59,True,839d3224442224be11a6087141b2f780e2d8db1796e2db2d006979e34d64d3ab,manual_run_1,2026-06-24 00:59:33.548
958,Mirella Mendonça,M,1955-06-03,Silva,MT,2024-07-04,db14740206e4eb957160d1c622db523286fb7e8cd5067c82d91ad69961425145,1900-01-01,9999-12-31 23:59:59,True,b2f87a138572fc841e8e851894f3b0ffb5a901c6ead32d9ba61380e15bca5b08,manual_run_1,2026-06-24 00:59:33.548
14384,Lucas Gabriel Mendonça,Outro,1982-11-28,da Costa,MT,2023-08-22,7cdd08b8897d6f9d4891d37849515bf2499b51060d266fcfa065e2797939fb28,1900-01-01,9999-12-31 23:59:59,True,35611980b1f1342bc52c65e82458f8d22c2e11c9de18d1a88db62f3f3a6f7729,manual_run_1,2026-06-24 00:59:33.548
8907,Srta. Olivia Jesus,F,1951-07-21,Novais,RR,2025-06-29,4749314df24f7bdc3e5f68eba514ce63cf9c133664f70e6ca320d8e7c0465d78,1900-01-01,9999-12-31 23:59:59,True,708f9548650485a977912122eadb803317b843100c9bba0036f2cf00e128104f,manual_run_1,2026-06-24 00:59:33.548
3607,Kevin Machado,F,1991-11-16,Silveira do Norte,RS,2024-04-26,c5923224e261079fe8f40e6d988a879091bb95acc8f7dbecd427d963b3639f25,1900-01-01,9999-12-31 23:59:59,True,b36dc612470de0935f9f910ef19fd92a49dabd0eef1c538429c6ce0f63db1b7b,manual_run_1,2026-06-24 00:59:33.548
11544,Fernando Pastor,M,1962-04-19,Cavalcanti,AM,2023-06-18,1dbbd32696ee6a0bd7d6e3891203c473c728aea6627885ef51533213916291ae,1900-01-01,9999-12-31 23:59:59,True,95c0b5a204ffbc8437dcecf147be723497f407dd25cad3f234bbf3e7f27938a9,manual_run_1,2026-06-24 00:59:33.548
1819,Zoe da Conceição,M,2007-04-16,Duarte,SC,2023-07-21,a2f6f12ac12e57273916c20d8550f99f7c036c3eb5ca165282183d7e9d8c9db1,1900-01-01,9999-12-31 23:59:59,True,32811d1aebefe7205c8525855790fe732e6ef60ddf0d6c1007dd5cc082de56f7,manual_run_1,2026-06-24 00:59:33.548
831,Théo Pereira,Outro,1988-07-16,Vasconcelos Grande,RR,2025-11-28,db603400932a591f16fc6e8e4dd9e611fdf79057d0ab3da149c55688b6c54762,1900-01-01,9999-12-31 23:59:59,True,220a6378b3b0c6b8de2bdc8d7b8d06b6ef9891641b840010525416efe0ba1eff,manual_run_1,2026-06-24 00:59:33.548
8240,Alexia Pires,Outro,1962-03-20,Campos,MA,2025-01-24,f1e343111607541c43bebab13ff494e2ff1569d0360431a5a235c4e59ff2b9c1,1900-01-01,9999-12-31 23:59:59,True,7b58c1fcaa2c04ad4f330d16a054e8613a9579b726f0c57efe5ccb8f54b0762c,manual_run_1,2026-06-24 00:59:33.548
9050,Davi Luiz Cavalcante,Outro,1960-12-30,Vieira de Goiás,TO,2025-03-07,97df3396984e269ab14fc19917223c85056347c3aa1acb97427810a0eea16b64,1900-01-01,9999-12-31 23:59:59,True,d6106a32d8c1ff16f56eb88d32082b6b9036b69efa73f9df7f25881a03eaf365,manual_run_1,2026-06-24 00:59:33.548
13830,Vitória Viana,F,1958-04-17,Gomes,RN,2024-07-15,4ffeb2c0a56e9a7a1a56c3b9a7ab36db6dc9f3365395fd6994f6289b0eb5cda6,1900-01-01,9999-12-31 23:59:59,True,5fead41e48aeb2fb00ea65f21d57f345ab6719c3b4043eae707970d1e52c5e9e,manual_run_1,2026-06-24 00:59:33.548
11073,Benicio Pimenta,M,1999-12-17,Nogueira,RS,2025-07-05,bce44dd4ea7416a2166e5e5bdd57bbe8a8bfbb5f0a4ac0697044d86b997e34d5,1900-01-01,9999-12-31 23:59:59,True,d1b79077ba2d256b655cfe2e7e161fa3d1fb7002e0cee1b0b63489f4974cf693,manual_run_1,2026-06-24 00:59:33.548
12957,Luan Rios,M,2000-10-07,Barbosa,SE,2025-11-01,aff60c6bb2b75b9a805dab486712390620b5c0280af1e0ae9c8674c1dd59d77b,1900-01-01,9999-12-31 23:59:59,True,cb5bac1be6d8211d4b4577a4ed2b92ffb59516ab1c244e3dddf471af80d54383,manual_run_1,2026-06-24 00:59:33.548
5093,Dr. Levi Campos,Outro,1950-10-30,Correia Verde,AL,2024-11-13,48799fbc7a3cb01b0b0e277910174c4210196ce95faf40518a180d5e07034997,1900-01-01,9999-12-31 23:59:59,True,0e7418a5265318071509d36a118034d8679402e6ca99186c89611c773ff9ca89,manual_run_1,2026-06-24 00:59:33.548
4273,Emilly Fernandes,Outro,1998-11-23,Garcia,GO,2025-06-27,27cff2bce3eef713f8b5d45f1eb76f7117e4a1e35a6bf8c40259b022f1820c4a,1900-01-01,9999-12-31 23:59:59,True,8cc1828e456281bbe86108866afcd84769cad7d97bda29c8fe84b9a3cc20b89e,manual_run_1,2026-06-24 00:59:33.548
2922,Sra. Helena Lopes,Outro,1990-04-22,Santos,DF,2024-08-02,535c6cf70582a9afc26887d0615f78d4c59f425201ebf3d0cf39ad9eb1736d07,1900-01-01,9999-12-31 23:59:59,True,cec4827c5d2845094dd0f0426956d6fa79cf7298f974718337fb51e16ab72274,manual_run_1,2026-06-24 00:59:33.548
4200,Henrique Sousa,M,1988-12-04,Barros de Castro,CE,2023-10-16,8c836f113bcf76eda617c65e0fac3931c2a9d78f6c9d295f5b0f3ece7cdbad0a,1900-01-01,9999-12-31 23:59:59,True,3195fc991d37739472f6398552b79e168b91d00a3558ed0eeffda25ab9b14cf2,manual_run_1,2026-06-24 00:59:33.548
14688,Otto Cavalcante,M,2007-05-17,Porto,PR,2024-05-14,9bce52fbfd6b79d5c998d7cb76a5cb0a2aeae9b75f70b4683b37d9884fcb01b4,1900-01-01,9999-12-31 23:59:59,True,d6ae90e6ffceb25b847865f578201d886bd8039472813b5cae3f8268b07cc075,manual_run_1,2026-06-24 00:59:33.548
6024,Mateus Carvalho,Outro,1965-01-09,Fonseca,MT,2024-10-01,42ea549d61338327b94b89eb27bd01ae183006a1dbb81190956dd1017054c415,1900-01-01,9999-12-31 23:59:59,True,26196c887c51fdd73f477d9aa683cbb012c7e72127ca74a7f8ce313b2f5a9f29,manual_run_1,2026-06-24 00:59:33.548
6230,Srta. Maysa Rios,M,1994-03-14,Oliveira de Viana,AM,2024-09-10,5a202282ac5a1647f9ff4684650c7e2421590fa181c4a1e0e915f5fbb598dfe3,1900-01-01,9999-12-31 23:59:59,True,a747ed01aa3ff4ccf4f03fe7382d568295a0893996f4c322025715a40b0400e0,manual_run_1,2026-06-24 00:59:33.548
421,Sr. Theodoro Moreira,F,1990-06-04,Brito,PI,2023-12-26,49f6361e914dceb3542df6ca2990063229e6c727be589d5bee839ab7e80d036a,1900-01-01,9999-12-31 23:59:59,True,2574afcaf26d70e3ed7f448082fd006be646e03df9f52e342be31500bc1391d5,manual_run_1,2026-06-24 00:59:33.548
7570,Yago Farias,F,1968-08-24,Silva,RO,2024-04-07,294ed9f7bccad2cb21363b66b26876407a135606769eb3860ab60733f2b1b106,1900-01-01,9999-12-31 23:59:59,True,f9700c4bc63b4c9f3494d5d17a084bb1387c25f2e249a5d26fe69bac845e23c0,manual_run_1,2026-06-24 00:59:33.548
12316,Sra. Carolina da Rocha,Outro,1970-05-19,Rios dos Dourados,MS,2025-02-08,40110e5eddb9ca3679a08b092ec4980cada60c9e14350889486f44b2868993f2,1900-01-01,9999-12-31 23:59:59,True,fd17b2dbe7b5b53592471aeb957761912a228765aa2530d46c82c1a54ddb7f13,manual_run_1,2026-06-24 00:59:33.548
13518,Ísis Guerra,F,2001-04-17,Moreira de Goiás,AL,2026-05-07,0eb9586944cad09b371792ffb1919c91f32266b7e4004341320a289e9a733fa0,1900-01-01,9999-12-31 23:59:59,True,f386eb295ca2b429828b7ded7d0b4ee877a6b33ab08333effa77cc7d7a6bcc88,manual_run_1,2026-06-24 00:59:33.548
14663,Sr. Apollo Cassiano,M,1983-03-06,Cirino do Amparo,ES,2025-11-23,957e6dc578ca3972c1794f184892a577044d19fa6601283b56cfed853161b6fd,1900-01-01,9999-12-31 23:59:59,True,55867c875fdc9429002b46fbbbd485577793e5e99617f05a4bbbff16d6fc0920,manual_run_1,2026-06-24 00:59:33.548
589,Lavínia Castro,M,1954-10-17,Pereira do Galho,TO,2025-05-06,786bd63017b2f5538c7746867555ff6c805f1b61c83dd7de9ae309132749805f,1900-01-01,9999-12-31 23:59:59,True,35e60caa7b0113608d5fc493f05df5fdce1c884ee32e91631abf020e8a8e1aad,manual_run_1,2026-06-24 00:59:33.548
4029,Bianca Farias,Outro,2003-11-16,Borges,RS,2024-05-26,88ddbcdfb9db58e657e93361bdbb91998721698dee91dcf7f3260e0d19021fac,1900-01-01,9999-12-31 23:59:59,True,a13213bb77189522caa6bc3a3ea5fb91e15d6e66491e61438dd7a8700f194597,manual_run_1,2026-06-24 00:59:33.548
12624,Calebe Andrade,M,1989-05-18,da Luz,MA,2023-08-05,647f1993144bf85a2eb4c32d2d1ddc4260928891ebad98ef04b75a4a624d00f1,1900-01-01,9999-12-31 23:59:59,True,12fe1b1dfbf12691664e3196ac2f402f7ca7cf9a45af8e61ffdd5e18c63c8cf4,manual_run_1,2026-06-24 00:59:33.548
13352,Pedro Henrique Ramos,F,1982-05-17,Jesus de Minas,RS,2023-03-19,709ac63b032a50dc748396bb51a9576efe909f518f3316bc7ea873054622175a,1900-01-01,9999-12-31 23:59:59,True,18e591d198dd0512f6454b6ec637a4bca7f73d34a509283a1321a83e7cc4e2b6,manual_run_1,2026-06-24 00:59:33.548
12603,Sr. Enrico Viana,Outro,1969-07-08,Barbosa,AL,2025-04-09,e1bf61bd0657668f92426f54140163be5fa7673d12ed9f6641c21e84f291bb86,1900-01-01,9999-12-31 23:59:59,True,923c8fa979c72ab4149e73f39a6964cbef126eda78b72717b913fbca9b9d2a95,manual_run_1,2026-06-24 00:59:33.548
7136,Caio Teixeira,F,1952-12-04,Camargo da Prata,AL,2024-10-20,1a1013741896447fc62fd82c37468a6ec4d2cad361bc26df80fc7bfb50d5666d,1900-01-01,9999-12-31 23:59:59,True,34522f8b24cf4fceaa3cad34d55e950e8f12bc3a8facb91aedf0b7a3121efa3d,manual_run_1,2026-06-24 00:59:33.548
5762,Sra. Maria Laura Gonçalves,Outro,1973-02-16,Teixeira de Mendes,AL,2023-02-22,cccd38d10a485ae09cb88f2d62c1aa9000364333357912e83bf38ef14234f215,1900-01-01,9999-12-31 23:59:59,True,f52de835e00657eadaa8324c19b6a4758a6e76508dc2ca89ac7d788ac27ddf5f,manual_run_1,2026-06-24 00:59:33.548
642,Mariana Mendes,M,2007-10-20,Carvalho de Souza,RN,2024-07-10,765ec7ef8e71455e22a274a575bdb8386d571912e01e48f79121424e2f2b8a47,1900-01-01,9999-12-31 23:59:59,True,1f5ffbc4ba3fbfe3e9533c92d2f4ec3057182b1a0ac39ebeb858190e4a4118c1,manual_run_1,2026-06-24 00:59:33.548
14534,Ana Laura da Conceição,Outro,1996-12-20,Moura Verde,CE,2026-01-30,21004fb76e44459c5cbd4f1d3dc331e191f9c4b4f0cc3e35696d4e634674e96c,1900-01-01,9999-12-31 23:59:59,True,12c68468104760841df94054e765d3ef3d3ebab72dee544e1c9de612d11e3bd7,manual_run_1,2026-06-24 00:59:33.548
14740,Srta. Maria Isis Martins,F,2003-12-30,Aparecida de da Mota,SE,2024-11-03,48c0864103deaacbca7eb9ff7a61c9dcf28586f6daeddb9c51835185a94df288,1900-01-01,9999-12-31 23:59:59,True,45ddd4c832cc2343a639ebd5143565f8df53908ad3baf310f88062c1f30fff76,manual_run_1,2026-06-24 00:59:33.548
383,Sophia Jesus,F,2007-05-20,Sá Verde,PB,2023-08-23,a8c48589055384672dc93556cab2c27a9666f6fb72a1e289689fa0c81d0edaba,1900-01-01,9999-12-31 23:59:59,True,21cd354600a98d9151159fa5f0f4b1f4dfb8a1e72b7d9e01004fe29fc41c3174,manual_run_1,2026-06-24 00:59:33.548
12264,Theodoro Albuquerque,M,1961-07-01,Cardoso da Serra,DF,2025-02-26,b77188b921215788878764c79ed6a12e76e5d2c2cdb0d661630b5c4aea6d7de8,1900-01-01,9999-12-31 23:59:59,True,693585359679b11ff0f7b9338c92fe408e6f225abd7123a6d0da13902a95e3a4,manual_run_1,2026-06-24 00:59:33.548
10100,Noah Cassiano,Outro,2000-05-25,Vieira do Sul,RN,2024-07-17,3d3139f51de73981a4a5a57edda0adba70440521d63600209e51acea90c50028,1900-01-01,9999-12-31 23:59:59,True,4f18c95de8d3f1d20e35a0b91075b705472e9d4457497fb572fde683d3f661c9,manual_run_1,2026-06-24 00:59:33.548
5788,Danilo Pires,F,1960-05-02,da Rocha do Sul,RJ,2023-10-19,f41e468dd8d6c5f7249d86ca5e0a19d6f6be5f9376e41c07a04209bed4f63ccf,1900-01-01,9999-12-31 23:59:59,True,c98c9fb2c4206c0e761fd38ee385dc3e63cb869058370bf379101d1b8f6d0bdf,manual_run_1,2026-06-24 00:59:33.548
12148,Thales Fonseca,M,1981-01-19,Cavalcanti dos Dourados,CE,2023-08-13,fea7d4ca25785a445b26e0aff197db27dbd14eafd21f8ad4948961cdb120a62c,1900-01-01,9999-12-31 23:59:59,True,d2f081b7c39f58a52e6311588f3e29f4f0cf95896496d900aea94a917bbebc21,manual_run_1,2026-06-24 00:59:33.548
4284,Nicolas Gomes,M,1986-09-02,Gomes,RO,2026-05-11,9f2a5f796d31591163f369cddfcd66d1f512f56aaa1b7e8eb91c28e235a7be16,1900-01-01,9999-12-31 23:59:59,True,47f065135f49def9905206576a4b91f51833c51320fe0aa5d434d15dc72e46c7,manual_run_1,2026-06-24 00:59:33.548
3526,Arthur Rios,Outro,1984-02-11,Barros Grande,PE,2024-03-07,5ab30942ecbe21ef6260fb4718d29e139241014ede6a8c7f89b0958de6c3d2dc,1900-01-01,9999-12-31 23:59:59,True,6220b33f523401fe9798a0fabadb961a17d426889c4be49ea1cc6a7d08e97dd4,manual_run_1,2026-06-24 00:59:33.548
742,Dante Farias,Outro,1951-03-09,Correia de Minas,RJ,2024-06-18,43eb65092280d5ff8b5bf0a8945dc77d860940dca3453b7d4cb7a6d70e6eb6db,1900-01-01,9999-12-31 23:59:59,True,bcc7ac0f2876777652b9a8e73203dccd4d1d17fc46ab51b75672d46c883b489a,manual_run_1,2026-06-24 00:59:33.548
11332,João Miguel Caldeira,Outro,1954-11-18,Castro,GO,2024-04-17,ec2949fd17c361454d8c9621b7d74fe8f600a100ccdc9d9a0c4a7a61d4d542c9,1900-01-01,9999-12-31 23:59:59,True,134db3b3e960196bd271e4052a4d0a1c5ea011466bcbaf0a1c7fb8ee699a073f,manual_run_1,2026-06-24 00:59:33.548
11421,Sr. Léo Teixeira,Outro,1977-08-08,Castro de Pimenta,PA,2023-05-25,a049e9728e0ab3d79d96feac1c711b7cb498b959ce368a9f0e81c10cc945113b,1900-01-01,9999-12-31 23:59:59,True,69d7f6cd52e30f6b3c230189b8587d9b7a47a0192f46448d6f9bcc13fff1886e,manual_run_1,2026-06-24 00:59:33.548
12518,Davi Lucca Montenegro,F,1971-11-20,Silveira de Oliveira,PR,2025-07-08,d385fd03fb597f580b2e40f6ca59e169a5646dac00504b59ce67bc62789d55fd,1900-01-01,9999-12-31 23:59:59,True,3242625d8c61c1ebdd8b05b412392172599680c2369e0f4b619b236f6f959a5b,manual_run_1,2026-06-24 00:59:33.548
7952,Eloá Ramos,F,1956-07-17,Costela,GO,2023-05-16,924fc23c5c2feca10e7fbc65a1e8c50531e8348479c4a33805850a859b533541,1900-01-01,9999-12-31 23:59:59,True,9fcbe4e4ad480496d05ba64eacc0b0d3a2162d01e24d11811a6d8597af98a2a4,manual_run_1,2026-06-24 00:59:33.548
4912,Daniel Mendonça,M,1977-04-29,Pires,DF,2023-09-16,4cd544184aa7051ae39071bb6337a9f4edc8dee656cd7d59048729bbfdf28081,1900-01-01,9999-12-31 23:59:59,True,fb9eb7183ed7f98aecfff34b67fb5da868a20afb337a0b6f11f6874302d6f60c,manual_run_1,2026-06-24 00:59:33.548
9112,João Felipe Cassiano,F,1986-07-13,da Luz dos Dourados,BA,2023-11-14,1455f01cf45f617d8a24ce5e16293256c9d738e3998c660f14518421bf766728,1900-01-01,9999-12-31 23:59:59,True,dcf6644be560a5c7dc692f87f6619a7b7c98e14e5526ef79904913477cbf8106,manual_run_1,2026-06-24 00:59:33.548
1860,Srta. Alexia da Paz,M,1955-07-02,Aragão,RJ,2026-03-21,4070f53788f14ef7fd5f97965e2ac7acc1534bb4e60e9b8f0dd5f843a3e8893b,1900-01-01,9999-12-31 23:59:59,True,45ee640476f31abe1978165ff1d51852a025ad2cfd5a6e19073a2968bca60859,manual_run_1,2026-06-24 00:59:33.548
13628,Maria Vitória Caldeira,M,1957-07-24,Ramos de Fonseca,AL,2024-06-23,96957ccfe56d7e32bf7807c59647fc4086c28d33c6e600840e555305059de0ac,1900-01-01,9999-12-31 23:59:59,True,f22727dfce82b29c3db0f5444bdc226aa73f0bd428f6b63ba851d52d988316bc,manual_run_1,2026-06-24 00:59:33.548
6876,Maria Luísa Guerra,M,1992-05-11,Silva,RS,2025-01-08,967d3f95ce92115fde15bcc49c1a5b323c98e5f704452fd92f40b83939e11440,1900-01-01,9999-12-31 23:59:59,True,5e9f2e582bf928587bb5e654219f009183f67591d98be3e657a278bf8cbd768b,manual_run_1,2026-06-24 00:59:33.548
1741,Eloah Oliveira,F,1978-04-04,Cirino,PB,2025-03-26,86cbfd5f1b50e47b0b06cc2178be868e7e2161851a3d22c9f6a4e01070f1304b,1900-01-01,9999-12-31 23:59:59,True,a22fa5f56b9d7009896c371b52bae895d414497ed0479d3f51316e96dce1f74e,manual_run_1,2026-06-24 00:59:33.548
4746,Natália Borges,F,1991-05-23,Oliveira do Sul,SC,2023-07-12,df2642b0dbc87f40467018cd32b8c875fffad3fce4831b59ad60e05a3e9d82fd,1900-01-01,9999-12-31 23:59:59,True,06e987954da2e118fee6d032d507095fe626e5445b88361dfd7cac519245c954,manual_run_1,2026-06-24 00:59:33.548
8775,Dra. Manuella da Mata,F,1985-05-18,Cassiano,ES,2026-02-10,b49a02bccadce8afc58dc36e926aaecdc6adcd0825a33673cd094dffb8f93709,1900-01-01,9999-12-31 23:59:59,True,edefa821e337faa0af0564ebb67bcc6272df4ab816d50962ee2dd8e7fcb0403d,manual_run_1,2026-06-24 00:59:33.548
9704,Dr. Heitor Duarte,M,1980-01-06,Nascimento,PB,2024-02-18,52988a2465c0be7ffe3207800dba2fd00f92b7b9791a1a782bac7349f93ba30a,1900-01-01,9999-12-31 23:59:59,True,435be5ee27fcc6a98f1cff3aba79ee6ccf3e2fa85c070b3825298bf0c8b35a37,manual_run_1,2026-06-24 00:59:33.548
491,Mirella Marques,M,2001-06-12,Sousa,MT,2025-02-06,41b7cfd7e3ad59c4362e32aa226c9ca6b38e75291b580d02507f4273affe9436,1900-01-01,9999-12-31 23:59:59,True,ab26982a38391f3a1a4ac2c193637ea5efe6662abec51d70c6dd59811fd2f74d,manual_run_1,2026-06-24 00:59:33.548
