id_cliente,nome,email,cpf,telefone,data_nascimento,genero,logradouro,cidade,estado,cep,data_cadastro,updated_at
9067,Dr. Juan Albuquerque,da-luzravy@example.net,217.035.869-21,11 9440-3527,1970-04-02,M,"Distrito Moraes, 67",da Cunha,GO,39252094,2026-04-21T00:00:00,2026-06-05T00:00:00
9068,Luiz Henrique Vieira,gaelnascimento@example.net,350.419.862-15,21 5876 9560,1983-05-13,Outro,"Trevo de Siqueira, 279",Nunes,AL,58764914,2025-07-30T00:00:00,2026-05-14T00:00:00
9069,Heloisa Fogaça,pcirino@example.org,038.412.756-80,84 1385-6769,2003-03-05,F,"Travessa de Rocha, 608",Pires de Pastor,PB,14806644,2025-01-10T00:00:00,2025-09-05T00:00:00
9070,Mariane Câmara,fmonteiro@example.net,106.358.947-93,0300 773 9432,1972-04-15,M,"Campo Almeida, 40",Aragão,RJ,41181-922,2023-09-20T00:00:00,2025-04-16T00:00:00
9071,Amanda Viana,ccostela@example.net,418.325.097-88,+55 (021) 4935-3957,1962-11-06,Outro,"Ladeira Mariana Aparecida, 480",da Conceição das Flores,PA,67929443,2025-01-04T00:00:00,2025-04-09T00:00:00
9072,Fernando Porto,maya93@example.com,924.807.536-38,+55 31 7191 4066,1973-10-06,Outro,"Vereda Ana Sophia da Cruz, 1",Caldeira,AL,86995-646,2025-08-29T00:00:00,2025-12-17T00:00:00
9073,Matheus Fernandes,spereira@example.net,962.348.057-10,+55 (041) 3704-2398,1988-08-19,Outro,"Ladeira Emanuella Almeida, 57",Silva de Fernandes,ES,96717532,2026-03-01T00:00:00,2026-04-12T00:00:00
9074,José Miguel Costela,da-motavalentim@example.com,901.685.342-15,0900 852 7472,1977-06-11,Outro,"Setor de Albuquerque, 81",Jesus das Pedras,MG,08407294,2023-09-16T00:00:00,2025-07-20T00:00:00
9075,Srta. Isabela Rezende,mirella21@example.com,952.034.768-29,+55 (011) 9782 6592,1977-03-11,Outro,"Passarela de Leão, 14",Pimenta,GO,98865840,2025-10-07T00:00:00,2025-10-09T00:00:00
9076,Maria Luiza da Mata,cardosobryan@example.com,431.208.697-40,+55 71 5932 2517,1961-09-03,Outro,"Parque Cardoso, 73",da Luz da Serra,MG,88407086,2025-11-11T00:00:00,2026-05-24T00:00:00
9077,Leonardo Rios,macedoisabelly@example.org,780.341.659-48,(031) 0837 3193,1967-10-25,F,"Vereda da Conceição, 95",Souza de das Neves,MG,57689-118,2025-12-18T00:00:00,2026-04-02T00:00:00
9078,Ana Julia Moraes,fogacaagatha@example.com,369.084.521-15,+55 (011) 2209 1792,1973-07-31,M,"Travessa Kaique Albuquerque, 481",Pires Alegre,MS,43878-460,2023-11-02T00:00:00,2025-07-01T00:00:00
9079,João Pedro Silva,rsales@example.com,623.980.514-98,21 2902-6674,1977-09-25,M,"Quadra Leonardo Nascimento, 1",da Paz do Sul,PE,92110032,2025-12-31T00:00:00,2026-02-16T00:00:00
9080,Maria Clara das Neves,krodrigues@example.com,736.549.281-37,(061) 6523-3512,1990-11-03,Outro,"Núcleo Vargas, 57",Pires Verde,AC,42079971,2023-12-04T00:00:00,2025-12-07T00:00:00
9081,Mariah Azevedo,raquel51@example.net,132.576.089-77,(051) 1360 8206,1987-09-02,M,"Fazenda Câmara, 33",Melo do Galho,ES,95707562,2023-08-15T00:00:00,2024-11-04T00:00:00
9082,Fernando Casa Grande,sara16@example.org,182.659.430-24,+55 (051) 1886 0333,1953-06-11,M,"Jardim Brenda Fonseca, 42",Campos,PA,60819559,2025-02-03T00:00:00,2025-05-21T00:00:00
9083,Júlia Viana,nascimentoluiz-felipe@example.net,785.416.039-20,84 8522-1076,1998-06-15,F,"Quadra Abreu, 99",Aparecida dos Dourados,PA,46093927,2025-11-10T00:00:00,2026-03-21T00:00:00
9084,Sr. Benicio Albuquerque,wviana@example.net,062.459.813-60,+55 (051) 4717 0082,1997-01-24,Outro,"Residencial de Vieira, 45",Moreira,TO,48607787,2026-01-01T00:00:00,2026-03-18T00:00:00
9085,Ana Lívia Viana,andre85@example.com,095.368.472-56,61 2967-3025,1987-07-20,F,"Parque de Cavalcante, 53",Sales,RS,53542306,2025-05-15T00:00:00,2026-01-18T00:00:00
9086,Dom Andrade,enricocampos@example.org,409.182.537-05,(051) 8645-0105,1985-12-22,M,"Quadra de Moura, 19",da Mota da Serra,RN,00055103,2025-10-11T00:00:00,2026-02-16T00:00:00
9087,Eduarda Guerra,hcastro@example.com,306.958.712-77,(041) 2747-2818,1987-12-27,F,"Favela Yasmin Monteiro, 39",Pires,SE,69163441,2025-03-28T00:00:00,2025-08-17T00:00:00
9088,Ana Clara Sales,mmoreira@example.org,852.403.167-08,+55 (061) 7664-7537,1987-03-02,F,Largo de Nogueira,Aparecida,GO,65249-949,2026-02-03T00:00:00,2026-03-31T00:00:00
9089,Isabelly Pastor,zcirino@example.org,134.096.875-48,0300-317-9608,1953-05-16,F,"Favela Macedo, 68",Pereira do Amparo,TO,05203-097,2024-07-28T00:00:00,2026-03-08T00:00:00
9090,Srta. Mariana Aparecida,ana-laurapastor@example.com,691.583.470-20,(021) 6461-5075,1983-11-12,F,"Lagoa José Miguel Almeida, 25",Siqueira do Oeste,BA,20839303,2026-03-23T00:00:00,2026-05-22T00:00:00
9091,Isaque Albuquerque,cmelo@example.net,941.063.875-57,61 3729-3237,1961-11-21,F,"Via de Fernandes, 4",Oliveira,RS,23197-990,2023-06-12T00:00:00,2024-09-27T00:00:00
9092,Srta. Isabel Siqueira,bmoura@example.net,904.237.156-07,(071) 7105-8514,1957-01-18,F,"Trevo Bella Souza, 52",Cassiano do Campo,MT,28347872,2024-02-15T00:00:00,2024-05-08T00:00:00
9093,Thiago Pimenta,hadassa24@example.com,508.961.427-01,0800 043 8891,1988-08-23,Outro,"Favela Rafaela Camargo, 48",Camargo,RS,27039-695,2024-12-06T00:00:00,2025-11-08T00:00:00
9094,Ana Julia Vargas,vitor00@example.net,360.715.942-43,(084) 8644-7177,2005-03-24,Outro,"Recanto Duarte, 46",Abreu,RN,76987374,2023-11-21T00:00:00,2025-04-19T00:00:00
9095,Sra. Luana Cunha,zoegarcia@example.org,425.178.093-05,31 1842-4155,1953-12-19,Outro,"Área Davi Miguel Dias, 55",Correia,RR,33581046,2025-09-27T00:00:00,2026-02-14T00:00:00
9096,Milena Marques,yrodrigues@example.net,710.534.269-25,0300 263 3591,1957-10-24,M,"Vila de Alves, 3",Albuquerque de Vasconcelos,RO,92802-671,2025-07-25T00:00:00,2025-12-13T00:00:00
9097,Fernando Leão,raul26@example.org,370.198.465-48,+55 71 0003-4458,2006-12-18,Outro,"Fazenda Cassiano, 9",Porto de Sá,MG,41544-190,2023-05-12T00:00:00,2024-12-28T00:00:00
9098,Lucas Melo,henrynovaes@example.com,536.207.418-08,(081) 9122-8077,2000-07-14,F,Trevo Gomes,Sousa,MT,20517518,2023-11-17T00:00:00,2025-01-28T00:00:00
9099,Dra. Maya Dias,maria-sophiabrito@example.net,628.941.573-55,(041) 0205-7503,1963-04-20,Outro,"Pátio de Jesus, 35",Monteiro do Sul,RS,36685-354,2023-09-04T00:00:00,2026-01-10T00:00:00
9100,Marcelo Borges,vieiravitor-gabriel@example.net,981.347.560-93,(081) 1127-3590,1950-11-02,Outro,"Aeroporto de Garcia, 3",Martins de Machado,RN,92743278,2023-08-30T00:00:00,2025-11-15T00:00:00
9101,Sra. Alice Borges,ocamara@example.com,930.817.426-50,+55 (031) 9620-6131,2000-07-12,F,"Vereda Marina Sales, 87",Nunes,MT,91432-648,2025-10-06T00:00:00,2026-01-22T00:00:00
9102,Breno Pastor,nathanmelo@example.org,213.940.876-40,+55 81 2913-7407,1992-05-20,Outro,"Favela Maria Flor Lopes, 351",Nascimento,PA,08945-581,2024-04-03T00:00:00,2025-01-02T00:00:00
9103,Sabrina Dias,enzoaraujo@example.com,534.706.981-39,(011) 6668 2469,1994-09-20,M,"Alameda Manuela Alves, 9",Silveira,SP,86571174,2024-12-29T00:00:00,2025-11-19T00:00:00
9104,Bento Novais,rioslorena@example.com,345.276.198-37,21 1615-6276,1969-05-14,F,"Alameda de Porto, 431",Duarte Paulista,AM,31686958,2025-01-03T00:00:00,2026-03-25T00:00:00
9105,Otávio Abreu,vasconceloskevin@example.net,813.569.742-28,(031) 0065-1644,1983-06-20,F,"Estação Fonseca, 695",Lima,PE,37663-511,2026-06-06T00:00:00,2026-06-09T00:00:00
9106,Sra. Pietra Almeida,mendoncagiovanna@example.net,891.432.570-97,+55 (081) 1409-8908,1969-11-21,M,Quadra Caroline Rezende,Almeida,SC,67247495,2026-05-11T00:00:00,2026-06-07T00:00:00
9107,Caio Pires,novaisandre@example.org,718.940.653-01,(041) 1370-7320,1953-03-02,Outro,"Setor Cecilia Melo, 287",Borges,DF,52644-548,2023-01-17T00:00:00,2023-04-29T00:00:00
9108,Heitor Martins,pereiraluiz-gustavo@example.com,359.671.408-75,+55 41 7324 8693,1956-11-29,M,"Aeroporto Pedro Henrique da Conceição, 3",Jesus,AL,82426-652,2024-12-19T00:00:00,2026-05-19T00:00:00
9109,Sr. Otto Monteiro,lara93@example.com,534.780.612-53,+55 84 7942 0885,1970-04-01,M,"Avenida Rocha, 19",Sá da Prata,TO,49516076,2023-08-14T00:00:00,2025-11-02T00:00:00
9110,Luiz Otávio Vasconcelos,esther42@example.net,850.693.172-02,+55 71 5830-3284,1994-07-11,Outro,"Via Theodoro Duarte, 39",Mendes,MT,53114-741,2023-03-19T00:00:00,2023-09-10T00:00:00
9111,Calebe Cunha,caua93@example.net,396.548.071-57,(011) 8704-1001,1960-03-15,Outro,Viela Siqueira,Câmara,RS,18018-851,2026-03-24T00:00:00,2026-05-23T00:00:00
9112,Maitê Sales,cirinoisabelly@example.net,692.370.458-83,84 0184-6405,1986-07-19,F,"Feira Bárbara Mendes, 453",Novais,BA,55209223,2023-11-14T00:00:00,2024-05-08T00:00:00
9113,Beatriz Vieira,martinsjose-pedro@example.net,948.130.672-04,+55 (051) 4329-4393,1953-09-11,F,"Estação de Rodrigues, 91",Correia,SP,68402-563,2023-09-16T00:00:00,2025-03-05T00:00:00
9114,Dra. Lara Novaes,gduarte@example.com,631.527.809-40,0800 419 1268,1982-06-04,F,"Quadra da Mata, 14",Campos,SP,87928894,2026-01-13T00:00:00,2026-03-09T00:00:00
9115,Isaac Fogaça,jda-cruz@example.com,694.281.730-96,0500 640 1567,1972-10-04,F,"Feira Ravi Lucca Carvalho, 8",Castro,MG,87547551,2026-05-14T00:00:00,2026-05-19T00:00:00
9116,Sr. Enzo Leão,jnovaes@example.net,359.802.641-24,+55 11 5395-5115,2007-09-09,M,"Área Olívia Moraes, 61",das Neves do Amparo,RJ,35207730,2025-04-20T00:00:00,2026-01-28T00:00:00
9117,Maria Júlia Fernandes,aramos@example.com,498.521.607-02,61 0374 4084,2008-04-23,F,"Esplanada Danilo Araújo, 44",da Costa da Prata,RS,70799-407,2025-11-30T00:00:00,2026-02-03T00:00:00
9118,Eduardo Melo,maria-isis39@example.net,985.072.136-77,+55 41 7689-5051,1979-11-25,Outro,"Esplanada Sales, 53",Costela,PE,82044544,2023-04-11T00:00:00,2023-09-27T00:00:00
9119,Vitor Hugo Peixoto,antonio58@example.com,634.879.502-00,(031) 0289-6684,1973-09-30,M,"Viela Andrade, 79",Rezende de Rezende,SE,24818-028,2023-03-10T00:00:00,2024-09-22T00:00:00
9120,Lorenzo Farias,ndas-neves@example.org,764.950.382-83,+55 11 6758 3132,1988-08-09,F,"Morro Vicente Gomes, 95",Oliveira das Flores,PI,34693658,2024-02-22T00:00:00,2024-09-10T00:00:00
9121,Maitê Pires,yannascimento@example.com,523.061.789-68,(041) 8772-7023,1969-07-23,F,"Favela de Nunes, 66",Moreira,ES,91567-887,2023-01-11T00:00:00,2023-06-07T00:00:00
9122,Francisco Azevedo,nfernandes@example.org,185.279.640-58,(031) 9061 6424,1972-05-24,F,"Condomínio Rios, 69",Cassiano,SE,10231-458,2025-06-17T00:00:00,2025-10-18T00:00:00
9123,Laís Fernandes,zmachado@example.com,468.795.310-75,(081) 9033-6873,1977-05-06,F,"Loteamento da Luz, 55",Castro da Mata,SC,29498345,2025-12-15T00:00:00,2026-03-27T00:00:00
9124,Lorena Rodrigues,liz25@example.org,097.325.816-03,31 7497 9124,1950-08-26,F,Rua de Câmara,Lopes Verde,MT,49243-557,2025-09-22T00:00:00,2025-11-14T00:00:00
9125,Luiz Felipe Silveira,joao-pedrorodrigues@example.net,283.975.410-04,+55 21 1895 2292,2002-10-31,F,"Colônia Stephany Porto, 43",da Mata,AC,53569661,2024-06-18T00:00:00,2025-03-24T00:00:00
9126,Marcela Oliveira,sofia43@example.org,502.917.468-02,51 5665 9440,1965-07-03,Outro,"Favela Ian Fernandes, 61",da Cruz da Mata,BA,05859849,2024-12-07T00:00:00,2025-08-14T00:00:00
9127,Raul Cassiano,livia33@example.net,627.418.395-73,71 6929 7298,1960-02-11,Outro,"Núcleo Moraes, 3",Gomes,PA,51170-277,2025-03-15T00:00:00,2025-04-04T00:00:00
9128,Dr. Davi Miguel da Cruz,davi-lucas91@example.com,627.458.031-07,(084) 4936-7270,1957-01-31,Outro,"Aeroporto de Siqueira, 409",Cunha,TO,71514-700,2025-09-19T00:00:00,2026-02-02T00:00:00
9129,Luiz Miguel Pastor,costaaugusto@example.org,016.729.853-40,11 3664 8054,1963-12-23,Outro,Trevo Sá,da Luz da Praia,BA,44181-689,2025-04-05T00:00:00,2026-02-23T00:00:00
9130,Stephany Campos,nathan02@example.net,372.950.641-25,(071) 7984 4258,1958-11-13,M,Feira de Castro,Cassiano,RS,80884011,2025-10-12T00:00:00,2025-11-15T00:00:00
9131,Maria Laura Cardoso,nascimentojose-miguel@example.com,276.581.903-30,61 1427 5433,2006-02-04,F,"Largo de Rios, 716",Fonseca dos Dourados,RR,25715-345,2024-11-12T00:00:00,2025-06-11T00:00:00
9132,Arthur Miguel Jesus,gustavocirino@example.net,632.945.017-06,0800 188 3317,1951-09-10,Outro,"Estação Nunes, 60",Andrade das Pedras,AP,01377318,2024-09-04T00:00:00,2026-06-05T00:00:00
9133,Maria Luísa Monteiro,ravimoura@example.com,630.125.479-16,+55 (021) 8755-1401,2002-04-30,Outro,"Morro Alana Aragão, 60",Cunha,PE,39118156,2023-08-08T00:00:00,2024-06-16T00:00:00
9134,Lucas Gabriel Fernandes,barbara73@example.net,018.329.467-03,0500 177 1402,2005-05-04,F,"Vale de Leão, 79",Araújo da Mata,SC,45719733,2024-12-15T00:00:00,2026-02-06T00:00:00
9135,Sr. Gael Brito,isabela99@example.com,678.942.531-46,+55 11 0937 7787,2000-03-04,Outro,"Avenida Lima, 1",Rodrigues de Cavalcante,MS,65314-350,2023-11-11T00:00:00,2026-02-10T00:00:00
9136,Sara Nogueira,mvieira@example.net,410.385.267-44,+55 71 4299 8159,1979-10-01,M,"Pátio de Abreu, 82",da Costa,MS,19987-874,2023-03-29T00:00:00,2024-03-12T00:00:00
9137,Vitória Nunes,azevedoana-livia@example.org,879.460.123-22,+55 51 5940 5352,1963-07-06,Outro,"Trecho Kamilly Lopes, 580",Peixoto de Câmara,ES,64833-825,2024-10-19T00:00:00,2025-05-29T00:00:00
9138,Sra. Ana Sophia Sampaio,borgesevelyn@example.net,501.482.697-02,+55 61 9043-7714,2001-02-15,F,"Jardim Nogueira, 7",Mendes do Oeste,MT,82924-140,2023-02-10T00:00:00,2025-11-24T00:00:00
9139,Aurora Cunha,amandafarias@example.org,569.831.740-20,+55 (084) 2501-5298,1950-12-09,M,"Trevo Kamilly Lopes, 64",Vargas dos Dourados,AP,19334-938,2024-10-17T00:00:00,2026-05-02T00:00:00
9140,Marcelo Cirino,cardosomathias@example.net,407.198.625-58,+55 21 4983 8245,1973-06-30,M,"Residencial Barbosa, 450",Pimenta,PA,11465-139,2023-11-22T00:00:00,2024-12-21T00:00:00
9141,Maria Flor Silveira,ccavalcanti@example.net,079.638.125-95,(061) 3737-2444,1955-08-26,Outro,"Praça Pacheco, 37",Silva de da Cunha,MS,80530992,2024-06-16T00:00:00,2025-01-24T00:00:00
9142,Sofia Rios,ana-laura32@example.org,931.025.768-77,11 2717 3697,1958-12-14,Outro,"Via de Andrade, 2",Nascimento de Goiás,PE,94799-921,2025-03-25T00:00:00,2025-11-24T00:00:00
9143,Srta. Elisa Viana,ramosrhavi@example.net,598.042.361-33,11 0860-2487,1980-08-05,Outro,"Fazenda Ramos, 4",Almeida,MG,55330667,2024-06-30T00:00:00,2025-04-21T00:00:00
9144,Maria Clara Campos,ana-luizaoliveira@example.net,964.801.325-05,+55 41 6428 4064,2001-12-26,Outro,"Lago de Abreu, 80",Novais do Norte,RN,72847257,2023-01-06T00:00:00,2025-07-07T00:00:00
9145,Liam Azevedo,kamilly65@example.com,540.769.213-99,71 2980 7454,1957-10-14,F,"Favela de Rocha, 648",Pacheco,AP,14190-428,2023-02-15T00:00:00,2025-10-26T00:00:00
9146,Isabella Garcia,iferreira@example.com,827.139.046-50,51 8648 7270,1970-03-07,Outro,Feira Hadassa da Paz,Melo,AM,83766-812,2026-02-26T00:00:00,2026-05-26T00:00:00
9147,João Felipe Rocha,ana-lauracampos@example.com,185.072.936-03,(031) 1517 4050,1998-02-22,M,"Sítio de Cirino, 453",Nunes da Praia,PB,90363402,2026-05-28T00:00:00,2026-06-05T00:00:00
9148,Isaque Ribeiro,hpimenta@example.org,046.852.713-35,+55 31 0088 5755,1951-06-28,F,"Travessa Matheus Martins, 9",Mendonça,AP,32673766,2025-09-16T00:00:00,2026-03-26T00:00:00
9149,Alana da Paz,maysa73@example.net,894.325.107-60,0500 966 7895,1978-12-18,Outro,"Colônia Gonçalves, 57",Costa,RR,54568-745,2023-11-10T00:00:00,2025-06-18T00:00:00
9150,Theo Moraes,slopes@example.org,975.421.803-04,71 2322-8064,1967-06-03,M,"Distrito Luna Oliveira, 285",Fernandes de Cunha,SE,05068-417,2024-07-21T00:00:00,2025-05-23T00:00:00
9151,Marcelo Aragão,da-conceicaorebeca@example.com,671.209.845-94,+55 (031) 3670-3761,1969-08-08,M,"Núcleo Carlos Eduardo Pimenta, 18",Martins Alegre,MT,48527-624,2024-09-20T00:00:00,2026-05-31T00:00:00
9152,Ester Ramos,rafaelrios@example.org,647.319.280-87,84 5567-3285,1999-07-21,M,"Ladeira das Neves, 91",Monteiro,PA,55476883,2024-02-26T00:00:00,2026-01-14T00:00:00
9153,Nicole Andrade,fernanda74@example.com,965.821.734-64,71 5091 1450,1971-05-04,Outro,"Colônia de Carvalho, 91",Duarte,CE,53575-390,2024-07-18T00:00:00,2026-04-13T00:00:00
9154,Guilherme Campos,pintoluiz-miguel@example.com,941.673.052-16,61 8480-0123,1978-03-05,M,"Conjunto da Rocha, 80",da Cunha do Galho,PE,27303-692,2025-11-30T00:00:00,2026-05-21T00:00:00
9155,Erick Vieira,fsouza@example.com,540.361.987-93,(011) 2433 8745,1997-11-12,F,"Trecho de Souza, 77",Camargo dos Dourados,PB,50892746,2024-11-19T00:00:00,2026-03-21T00:00:00
9156,Sr. Vitor Hugo da Luz,nmacedo@example.org,451.386.092-89,0300 087 7244,1985-12-28,F,"Distrito Melina Nogueira, 48",Pastor,MG,51130-738,2025-06-30T00:00:00,2026-02-07T00:00:00
9157,Antony Pacheco,bianca07@example.com,529.716.803-12,+55 (021) 5568 3674,1989-08-20,M,"Trecho Luiz Miguel Aparecida, 22",Azevedo,PR,18694-857,2024-10-15T00:00:00,2026-06-03T00:00:00
9158,Clara Aparecida,brunodas-neves@example.net,704.235.896-10,+55 (031) 9935 9733,1977-09-07,F,Quadra Maria Eduarda Machado,Rodrigues,MA,52306-055,2023-02-08T00:00:00,2025-02-17T00:00:00
9159,Sabrina Garcia,correiadom@example.org,396.128.405-98,81 7937-2995,2000-11-03,Outro,"Fazenda de Mendes, 20",Silveira da Prata,SE,02116764,2026-06-08T00:00:00,2026-06-10T00:00:00
9160,Bento Câmara,das-nevesmaria-helena@example.com,206.374.198-04,41 4136 9973,1987-08-30,F,"Lagoa Rocha, 59",Moraes,ES,91677024,2024-03-06T00:00:00,2025-12-19T00:00:00
9161,Maria Helena Araújo,isabelada-cruz@example.com,795.843.620-38,0800 081 3074,1965-06-30,F,"Vale Novaes, 619",Lopes,RO,81220-522,2025-06-03T00:00:00,2026-03-04T00:00:00
9162,Luara Sousa,iduarte@example.com,374.168.029-03,+55 (071) 9745 6773,1984-06-24,F,Via de Lima,Melo de Cassiano,PA,69725678,2025-10-05T00:00:00,2025-10-31T00:00:00
9163,Ana Lívia Pacheco,maria-vitoria78@example.net,751.269.483-00,+55 31 4322-5779,1995-07-28,M,"Passarela Luara Dias, 45",Dias dos Dourados,SC,50542000,2026-02-28T00:00:00,2026-03-22T00:00:00
9164,Maria Fernanda Cavalcante,mariasantos@example.org,908.267.531-59,+55 (084) 7205-9774,1974-09-11,F,"Vale Novais, 89",Gomes de Rocha,SP,80519-606,2023-01-06T00:00:00,2026-04-12T00:00:00
9165,Benicio Machado,zsales@example.net,170.936.284-78,+55 11 5065 1759,1980-04-08,F,"Vale Alana Caldeira, 49",Gonçalves,MG,95214-325,2026-06-08T00:00:00,2026-06-08T00:00:00
9166,Bianca Garcia,costabernardo@example.com,785.193.604-75,+55 61 2607 7534,2006-05-04,M,"Loteamento Pimenta, 57",Souza,MS,10098565,2024-05-08T00:00:00,2025-03-09T00:00:00
9167,Diogo Novais,wcunha@example.net,903.124.567-43,+55 (061) 1699-7474,1990-04-05,Outro,"Pátio de da Mota, 3",Cavalcante,PB,88636660,2024-03-07T00:00:00,2025-03-10T00:00:00
9168,Luiza da Rocha,rochaana-julia@example.com,623.910.478-78,(041) 2205-0853,1991-12-20,M,"Fazenda Valentina Vasconcelos, 452",Melo das Flores,RO,62130-249,2025-08-13T00:00:00,2025-10-15T00:00:00
9169,Sofia Fonseca,dduarte@example.net,743.862.059-00,(071) 7411 3075,1964-04-13,M,"Ladeira Azevedo, 541",Costela,MT,15036-435,2023-04-08T00:00:00,2023-11-18T00:00:00
9170,Aurora Silva,kamilly77@example.com,398.150.427-50,+55 51 1591 3724,1956-01-27,F,Vale Cecilia Pires,Marques da Prata,ES,01650-334,2024-05-31T00:00:00,2025-09-16T00:00:00
9171,Luiz Gustavo Macedo,mariaaragao@example.com,278.506.349-00,+55 (061) 5213-6604,1960-09-07,F,"Viela Alexia Borges, 539",Silva do Sul,ES,04077844,2024-08-12T00:00:00,2026-05-03T00:00:00
9172,Marcela Mendonça,diogocasa-grande@example.net,425.039.618-51,+55 11 7130-7556,1972-12-19,Outro,Morro Cavalcante,Leão da Serra,PI,67462-353,2023-05-27T00:00:00,2024-11-14T00:00:00
9173,Brenda Oliveira,vicenteda-paz@example.org,425.038.967-74,+55 41 7226-6841,1993-11-12,M,"Rua Maria Eduarda Borges, 74",Nogueira,MS,05722-538,2025-09-17T00:00:00,2025-11-24T00:00:00
9174,Cecília Jesus,da-motamatteo@example.org,568.347.910-00,84 0708 4235,1977-03-21,Outro,"Travessa de Lima, 41",Moreira de Rezende,MT,75309-630,2025-01-18T00:00:00,2025-09-14T00:00:00
9175,João Lucas Monteiro,danielandrade@example.org,764.910.382-03,51 2541 3348,1992-12-17,M,"Rodovia Ana Carolina Almeida, 19",Melo de Albuquerque,ES,24682-228,2025-04-01T00:00:00,2025-08-09T00:00:00
9176,Alana Borges,carvalhonicole@example.net,725.908.436-74,+55 71 1741 1733,1960-07-10,Outro,"Esplanada Agatha Teixeira, 30",da Cunha,SC,72924715,2024-12-02T00:00:00,2025-09-04T00:00:00
9177,Dr. Nathan Santos,da-costalais@example.org,682.195.437-28,0800-058-3260,1956-07-04,M,"Esplanada Vargas, 10",Novais Verde,MG,54954-599,2025-09-26T00:00:00,2026-03-03T00:00:00
9178,Bernardo Sousa,cecilia21@example.org,450.971.862-49,(041) 2055 0233,1965-09-02,Outro,Alameda de Pereira,Aragão das Flores,MS,17193-326,2025-12-29T00:00:00,2026-03-23T00:00:00
9179,Sr. Arthur Gabriel da Rocha,gcampos@example.org,208.693.145-05,(081) 7381 3407,1984-03-29,Outro,"Residencial de Aragão, 3",Sales do Campo,RO,49533-822,2025-08-15T00:00:00,2025-12-02T00:00:00
9180,Bento da Luz,naraujo@example.com,438.562.109-89,+55 (041) 0713 2884,2001-03-10,M,"Núcleo Rodrigues, 89",Pires,BA,05419-274,2024-10-05T00:00:00,2025-03-09T00:00:00
9181,Ana Vitória Guerra,costelaana-vitoria@example.com,210.476.983-31,0900 298 6930,1995-10-16,F,"Vila Cavalcante, 8",Casa Grande de Minas,MS,54063905,2026-01-03T00:00:00,2026-04-06T00:00:00
9182,Dra. Rebeca Sá,qpires@example.org,310.692.457-80,61 2941-3565,1974-10-20,Outro,"Campo Lucas Caldeira, 16",da Costa das Flores,SC,41845020,2026-02-05T00:00:00,2026-02-07T00:00:00
9183,Josué Andrade,da-cruzraul@example.org,852.109.736-03,41 0717 6941,1969-01-15,F,Avenida de Moura,Cirino da Serra,SC,25584464,2026-04-07T00:00:00,2026-05-21T00:00:00
9184,Maysa Freitas,alice46@example.net,578.214.369-09,+55 84 8038-0402,1973-01-31,F,"Estação de Barbosa, 38",Barbosa da Praia,MS,25199-389,2026-05-09T00:00:00,2026-05-28T00:00:00
9185,Dr. Anthony Gabriel Mendes,costelajosue@example.org,580.396.174-48,+55 31 7555-3937,1951-04-13,Outro,"Ladeira de Pires, 24",Mendonça Grande,PA,14481152,2025-10-24T00:00:00,2025-11-18T00:00:00
9186,Enzo Gabriel Lopes,ramosravi@example.net,754.960.832-65,41 1035-4773,1996-10-25,M,"Morro Giovanna Lima, 22",Nascimento Grande,SE,07036981,2025-04-04T00:00:00,2025-04-26T00:00:00
9187,Luna Fogaça,fariasbrenda@example.org,538.970.462-29,+55 (051) 9652-3965,2003-03-21,Outro,"Morro de Farias, 42",Lima,RS,09399-406,2025-12-23T00:00:00,2026-02-28T00:00:00
9188,Theo Nascimento,goncalveseduardo@example.net,741.509.682-76,41 8425-6803,2005-12-29,M,"Distrito Vasconcelos, 5",Cunha,PA,36946845,2023-08-29T00:00:00,2025-11-01T00:00:00
9189,Sr. Noah Moraes,rodriguesluiz-otavio@example.org,574.380.126-62,+55 (011) 1087 2952,2002-04-16,M,"Alameda Benjamin Pacheco, 55",Ramos de Fernandes,SC,20933253,2023-12-10T00:00:00,2024-08-10T00:00:00
9190,Sra. Luara Mendonça,cauasousa@example.com,786.450.192-30,0900-322-4155,2004-02-21,M,"Lagoa Oliver da Rocha, 82",Novais,MA,24453-596,2024-09-10T00:00:00,2025-12-08T00:00:00
9191,Maria Luísa da Costa,costaheloisa@example.net,745.632.190-61,+55 (084) 6460 3913,1999-09-13,M,"Condomínio Matteo Almeida, 20",Campos de Goiás,GO,38321906,2023-02-07T00:00:00,2025-09-16T00:00:00
9192,Gustavo Henrique Silva,arthursales@example.org,517.092.368-68,(041) 4903 5549,1959-02-13,Outro,"Ladeira Rafaela Silva, 66",Guerra de Vasconcelos,PB,44167569,2025-03-31T00:00:00,2026-05-18T00:00:00
9193,Ayla Caldeira,caroline71@example.org,792.540.863-47,11 6107-4236,1979-01-02,Outro,"Vale Camargo, 3",Ribeiro,PR,82152684,2023-07-16T00:00:00,2024-12-18T00:00:00
9194,Maya Mendes,caroline92@example.com,348.712.590-05,0300-743-1183,1952-06-30,Outro,"Parque Rafael Siqueira, 4",Costa,SE,36337-648,2026-04-23T00:00:00,2026-05-24T00:00:00
9195,Bernardo Costa,maria-isispinto@example.org,186.793.240-78,51 2272 2464,1978-05-26,M,"Estação de Cavalcanti, 950",Caldeira,PI,67978244,2024-05-17T00:00:00,2025-03-10T00:00:00
